"LOT_REFCOMPL";"LOT_RELEASED_QTY";"LOT_REJECT_RELEASED_QTY";"FAC_REFERENCE";"KEY";"SCS_STEP_NUMBER";"TAS_REF";"SCS_SHORT_DESCR";"TAL_RELEASE_QTY";"TAL_REJECTED_QTY";"TAL_BEGIN_REAL_DATE";"TAL_END_REAL_DATE"
"OFA-1-080589-1";"475";"209";"A630HOR";"LAVER-A630HOR";"30";"OP_LAVER";"Opération LAVER";"571";"0";"2023-08-30 00:00:00";"2023-08-30 00:00:00"
"OFA-1-080589-1";"475";"209";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"571";"0";"2023-08-30 00:00:00";"2023-08-30 00:00:00"
"OFA-1-080589-1";"475";"209";"A640HOR";"EBAVURER-A640HOR";"15";"OP_EBAVURER";"Opération EBAVURER";"571";"13";"2023-08-28 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080589-1";"475";"209";"A700HOR019";"TOURNER-A700HOR019";"10";"OP_TOURNER";"Opération TOURNER";"584";"100";"2023-07-26 00:00:00";"2023-07-26 00:00:00"
"OFA-1-080588-2";"24";"36";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"24";"0";"2023-10-11 00:00:00";"2023-10-12 00:00:00"
"OFA-1-080588-2";"24";"36";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"24";"0";"2023-10-10 00:00:00";"2023-10-10 00:00:00"
"OFA-1-080588-2";"24";"36";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"24";"0";"2023-10-09 00:00:00";"2023-10-09 00:00:00"
"OFA-1-080588-2";"24";"36";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"24";"13";"2023-10-09 00:00:00";"2023-10-09 00:00:00"
"OFA-1-080588-2";"24";"36";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"37";"0";"2023-10-09 00:00:00";"2023-10-09 00:00:00"
"OFA-1-080588-2";"24";"36";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"37";"21";"2023-10-02 00:00:00";"2023-10-05 00:00:00"
"OFA-1-080588-2";"24";"36";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"58";"0";"2023-10-02 00:00:00";"2023-10-05 00:00:00"
"OFA-1-080588-2";"24";"36";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"58";"0";"2023-09-27 00:00:00";"2023-09-27 00:00:00"
"OFA-1-080588-2";"24";"36";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"58";"0";"2023-09-27 00:00:00";"2023-09-27 00:00:00"
"OFA-1-080588-2";"24";"36";"A700HOR032";"TOURNER-A700HOR032";"10";"OP_TOURNER";"Opération TOURNER";"58";"2";"2023-07-11 00:00:00";"2023-09-25 00:00:00"
"OFA-1-080588-1";"590";"44";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"590";"0";"2023-08-21 00:00:00";"2023-08-21 00:00:00"
"OFA-1-080588-1";"590";"44";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"590";"10";"2023-08-18 00:00:00";"2023-08-18 00:00:00"
"OFA-1-080588-1";"590";"44";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"600";"0";"2023-08-18 00:00:00";"2023-08-18 00:00:00"
"OFA-1-080588-1";"590";"44";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"600";"12";"2023-08-16 00:00:00";"2023-08-17 00:00:00"
"OFA-1-080588-1";"590";"44";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"612";"0";"2023-08-16 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080588-1";"590";"44";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"612";"5";"2023-08-07 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080588-1";"590";"44";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"617";"1";"2023-07-12 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080588-1";"590";"44";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"618";"0";"2023-07-11 00:00:00";"2023-07-12 00:00:00"
"OFA-1-080588-1";"590";"44";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"618";"2";"2023-07-11 00:00:00";"2023-07-11 00:00:00"
"OFA-1-080588-1";"590";"44";"A700HOR032";"TOURNER-A700HOR032";"10";"OP_TOURNER";"Opération TOURNER";"620";"14";"2023-06-30 00:00:00";"2023-07-11 00:00:00"
"OFA-1-080572-1";"480";"50";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"480";"0";"2023-08-15 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080572-1";"480";"50";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"480";"0";"2023-08-15 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080572-1";"480";"50";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"480";"0";"2023-08-15 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080572-1";"480";"50";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"480";"27";"2023-08-11 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080572-1";"480";"50";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"507";"0";"2023-08-11 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080572-1";"480";"50";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"507";"0";"2023-08-10 00:00:00";"2023-08-10 00:00:00"
"OFA-1-080572-1";"480";"50";"A650HOR";"CONTROLER-A650HOR";"40";"OP_CONTROLER";"Opération CONTROLER";"507";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080572-1";"480";"50";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"507";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080572-1";"480";"50";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"507";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080572-1";"480";"50";"A620HOR015";"TOURNER-A620HOR015";"10";"OP_TOURNER";"Opération TOURNER";"507";"23";"2023-07-14 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080503-1";"0";"0";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A990RET";"RETOUCHER-A990RET";"50";"OP_RETOUCHER";"Opération RETOUCHER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A650HOR";"CONTROLER-A650HOR";"40";"OP_CONTROLER";"Opération CONTROLER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A630HOR";"LAVER-A630HOR";"30";"OP_LAVER";"Opération LAVER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"0";"0";"";""
"OFA-1-080503-1";"0";"0";"A700HOR";"TOURNER-A700HOR";"10";"OP_TOURNER";"Opération TOURNER";"0";"0";"2023-06-08 00:00:00";""
"OFA-1-080484-2";"303";"51";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"303";"0";"2023-09-04 00:00:00";"2023-09-04 00:00:00"
"OFA-1-080484-2";"303";"51";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"303";"0";"2023-09-04 00:00:00";"2023-09-04 00:00:00"
"OFA-1-080484-2";"303";"51";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"303";"0";"2023-09-04 00:00:00";"2023-09-04 00:00:00"
"OFA-1-080484-2";"303";"51";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"303";"38";"2023-09-01 00:00:00";"2023-09-04 00:00:00"
"OFA-1-080484-2";"303";"51";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"341";"0";"2023-08-31 00:00:00";"2023-08-31 00:00:00"
"OFA-1-080484-2";"303";"51";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"341";"0";"2023-08-30 00:00:00";"2023-08-30 00:00:00"
"OFA-1-080484-2";"303";"51";"A650HOR";"CONTROLER-A650HOR";"40";"OP_CONTROLER";"Opération CONTROLER";"341";"0";"2023-08-30 00:00:00";"2023-08-30 00:00:00"
"OFA-1-080484-2";"303";"51";"A630HOR008";"LAVER-A630HOR008";"30";"OP_LAVER";"Opération LAVER";"341";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080484-2";"303";"51";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"341";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080484-2";"303";"51";"A640HOR";"EBAVURER-A640HOR";"15";"OP_EBAVURER";"Opération EBAVURER";"341";"6";"2023-08-25 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080484-2";"303";"51";"A700HOR";"TOURNER-A700HOR";"10";"OP_TOURNER";"Opération TOURNER";"343";"7";"2023-07-04 00:00:00";"2023-08-22 00:00:00"
"OFA-1-080484-1";"632";"38";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"632";"0";"2023-07-18 00:00:00";"2023-07-18 00:00:00"
"OFA-1-080484-1";"632";"38";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"632";"0";"2023-07-18 00:00:00";"2023-07-18 00:00:00"
"OFA-1-080484-1";"632";"38";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"632";"0";"2023-07-10 00:00:00";"2023-07-18 00:00:00"
"OFA-1-080484-1";"632";"38";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"632";"24";"2023-07-10 00:00:00";"2023-07-18 00:00:00"
"OFA-1-080484-1";"632";"38";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"656";"0";"2023-07-07 00:00:00";"2023-07-18 00:00:00"
"OFA-1-080484-1";"632";"38";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"656";"0";"2023-07-07 00:00:00";"2023-07-17 00:00:00"
"OFA-1-080484-1";"632";"38";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"656";"0";"2023-07-07 00:00:00";"2023-07-17 00:00:00"
"OFA-1-080484-1";"632";"38";"A630HOR";"LAVER-A630HOR";"30";"OP_LAVER";"Opération LAVER";"656";"0";"2023-07-06 00:00:00";"2023-07-17 00:00:00"
"OFA-1-080484-1";"632";"38";"A665HOR016";"POLIR / TROVALISER-A665HOR016";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"656";"0";"2023-07-06 00:00:00";"2023-07-17 00:00:00"
"OFA-1-080484-1";"632";"38";"A700HOR019";"TOURNER-A700HOR019";"10";"OP_TOURNER";"Opération TOURNER";"656";"14";"2023-06-29 00:00:00";"2023-07-14 00:00:00"
"OFA-1-080483-1";"891";"35";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"891";"0";"2023-08-11 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080483-1";"891";"35";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"891";"0";"2023-08-11 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080483-1";"891";"35";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"891";"0";"2023-08-11 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080483-1";"891";"35";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"891";"14";"2023-08-09 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080483-1";"891";"35";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"905";"0";"2023-08-09 00:00:00";"2023-08-11 00:00:00"
"OFA-1-080483-1";"891";"35";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"905";"17";"2023-08-08 00:00:00";"2023-08-08 00:00:00"
"OFA-1-080483-1";"891";"35";"A650HOR";"CONTROLER-A650HOR";"40";"OP_CONTROLER";"Opération CONTROLER";"922";"0";"2023-08-07 00:00:00";"2023-08-08 00:00:00"
"OFA-1-080483-1";"891";"35";"A630HOR";"LAVER-A630HOR";"30";"OP_LAVER";"Opération LAVER";"922";"0";"2023-08-07 00:00:00";"2023-08-10 00:00:00"
"OFA-1-080483-1";"891";"35";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"922";"0";"2023-08-07 00:00:00";"2023-08-10 00:00:00"
"OFA-1-080483-1";"891";"35";"A700HOR018";"TOURNER-A700HOR018";"10";"OP_TOURNER";"Opération TOURNER";"922";"4";"2023-07-08 00:00:00";"2023-08-10 00:00:00"
"OFA-1-080482-1";"342";"334";"A990RET";"CONTROLER-A990RET";"30";"OP_CONTROLER";"Opération CONTROLER";"342";"27";"2023-08-16 00:00:00";"2023-08-23 00:00:00"
"OFA-1-080482-1";"342";"334";"A990RET";"TRIER-A990RET";"20";"OP_TRIER";"Opération TRIER";"369";"307";"2023-06-26 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080482-1";"342";"334";"A990RET";"LIBERATION TRI RETOUCHE-A990RET";"10";"OP_LIBERATION TRI RET";"Opération LIBERATION TRI RETOUCHE";"676";"0";"2023-06-14 00:00:00";"2023-06-14 00:00:00"
"OFA-1-080464-4";"83";"28";"A304ENG";"Ingénieur-A304ENG";"110";"OP_LIBERER ING";"Libération Ingénieur";"83";"0";"2023-08-31 00:00:00";"2023-08-31 00:00:00"
"OFA-1-080464-4";"83";"28";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"83";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-4";"83";"28";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"83";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-4";"83";"28";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"83";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-4";"83";"28";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"83";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-4";"83";"28";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"83";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080464-4";"83";"28";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"83";"0";"2023-08-22 00:00:00";"2023-08-22 00:00:00"
"OFA-1-080464-4";"83";"28";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"83";"0";"2023-08-10 00:00:00";"2023-08-22 00:00:00"
"OFA-1-080464-4";"83";"28";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"83";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-4";"83";"28";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"83";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-4";"83";"28";"A720HOR035";"TOURNER-A720HOR035";"10";"OP_TOURNER";"Opération TOURNER";"83";"28";"2023-07-13 00:00:00";"2023-08-07 00:00:00"
"OFA-1-080464-3";"97";"6";"A304ENG";"Ingénieur-A304ENG";"110";"OP_LIBERER ING";"Libération Ingénieur";"97";"0";"2023-08-30 00:00:00";"2023-08-30 00:00:00"
"OFA-1-080464-3";"97";"6";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"97";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080464-3";"97";"6";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"97";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080464-3";"97";"6";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"97";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080464-3";"97";"6";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"97";"0";"2023-08-28 00:00:00";"2023-08-28 00:00:00"
"OFA-1-080464-3";"97";"6";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"97";"0";"2023-08-22 00:00:00";"2023-08-22 00:00:00"
"OFA-1-080464-3";"97";"6";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"97";"0";"2023-08-18 00:00:00";"2023-08-18 00:00:00"
"OFA-1-080464-3";"97";"6";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"97";"1";"2023-08-10 00:00:00";"2023-08-18 00:00:00"
"OFA-1-080464-3";"97";"6";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"98";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-3";"97";"6";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"98";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-3";"97";"6";"A720HOR035";"TOURNER-A720HOR035";"10";"OP_TOURNER";"Opération TOURNER";"98";"5";"2023-07-11 00:00:00";"2023-07-13 00:00:00"
"OFA-1-080464-2";"102";"11";"A304ENG";"Ingénieur-A304ENG";"110";"OP_LIBERER ING";"Libération Ingénieur";"102";"0";"2023-08-31 00:00:00";"2023-08-31 00:00:00"
"OFA-1-080464-2";"102";"11";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"102";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-2";"102";"11";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"102";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-2";"102";"11";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"102";"0";"2023-08-29 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-2";"102";"11";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"102";"2";"2023-08-28 00:00:00";"2023-08-29 00:00:00"
"OFA-1-080464-2";"102";"11";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"104";"0";"2023-08-18 00:00:00";"2023-08-18 00:00:00"
"OFA-1-080464-2";"102";"11";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"104";"0";"2023-08-17 00:00:00";"2023-08-17 00:00:00"
"OFA-1-080464-2";"102";"11";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"104";"0";"2023-08-17 00:00:00";"2023-08-17 00:00:00"
"OFA-1-080464-2";"102";"11";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"104";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-2";"102";"11";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"104";"0";"2023-08-09 00:00:00";"2023-08-09 00:00:00"
"OFA-1-080464-2";"102";"11";"A720HOR035";"TOURNER-A720HOR035";"10";"OP_TOURNER";"Opération TOURNER";"104";"9";"2023-07-05 00:00:00";"2023-07-20 00:00:00"
"OFA-1-080464-1";"109";"42";"A304ENG";"Ingénieur-A304ENG";"110";"OP_LIBERER ING";"Libération Ingénieur";"109";"0";"2023-10-04 00:00:00";"2023-10-04 00:00:00"
"OFA-1-080464-1";"109";"42";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"109";"0";"2023-10-02 00:00:00";"2023-10-02 00:00:00"
"OFA-1-080464-1";"109";"42";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"109";"0";"2023-10-02 00:00:00";"2023-10-02 00:00:00"
"OFA-1-080464-1";"109";"42";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"109";"0";"2023-10-02 00:00:00";"2023-10-02 00:00:00"
"OFA-1-080464-1";"109";"42";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"109";"0";"2023-10-02 00:00:00";"2023-10-02 00:00:00"
"OFA-1-080464-1";"109";"42";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"109";"0";"2023-09-29 00:00:00";"2023-09-29 00:00:00"
"OFA-1-080464-1";"109";"42";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"109";"0";"2023-09-28 00:00:00";"2023-09-28 00:00:00"
"OFA-1-080464-1";"109";"42";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"109";"4";"2023-09-14 00:00:00";"2023-09-28 00:00:00"
"OFA-1-080464-1";"109";"42";"A630HOR014";"LAVER-A630HOR014";"30";"OP_LAVER";"Opération LAVER";"113";"0";"2023-09-14 00:00:00";"2023-09-14 00:00:00"
"OFA-1-080464-1";"109";"42";"A665HOR";"POLIR / TROVALISER-A665HOR";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"113";"0";"2023-09-14 00:00:00";"2023-09-14 00:00:00"
"OFA-1-080464-1";"109";"42";"A720HOR035";"TOURNER-A720HOR035";"10";"OP_TOURNER";"Opération TOURNER";"113";"38";"2023-06-20 00:00:00";"2023-07-05 00:00:00"
"OFA-1-080463-1";"281";"181";"A304ENG";"Ingénieur-A304ENG";"110";"OP_LIBERER ING";"Libération Ingénieur";"281";"0";"2023-09-22 00:00:00";"2023-09-22 00:00:00"
"OFA-1-080463-1";"281";"181";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"281";"0";"2023-09-22 00:00:00";"2023-09-22 00:00:00"
"OFA-1-080463-1";"281";"181";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"281";"0";"2023-09-22 00:00:00";"2023-09-22 00:00:00"
"OFA-1-080463-1";"281";"181";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"281";"0";"2023-09-22 00:00:00";"2023-09-22 00:00:00"
"OFA-1-080463-1";"281";"181";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"281";"67";"2023-09-20 00:00:00";"2023-09-22 00:00:00"
"OFA-1-080463-1";"281";"181";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"348";"0";"2023-09-20 00:00:00";"2023-09-20 00:00:00"
"OFA-1-080463-1";"281";"181";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"348";"37";"2023-08-09 00:00:00";"2023-09-19 00:00:00"
"OFA-1-080463-1";"281";"181";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"385";"0";"2023-08-10 00:00:00";"2023-09-19 00:00:00"
"OFA-1-080463-1";"281";"181";"A630HOR008";"LAVER-A630HOR008";"30";"OP_LAVER";"Opération LAVER";"385";"0";"2023-07-08 00:00:00";"2023-07-08 00:00:00"
"OFA-1-080463-1";"281";"181";"A665HOR038";"POLIR / TROVALISER-A665HOR038";"20";"OP_POLIR";"Opération POLIR / TROVALISER";"385";"0";"2023-07-08 00:00:00";"2023-07-10 00:00:00"
"OFA-1-080463-1";"281";"181";"A720HOR034";"TOURNER-A720HOR034";"10";"OP_TOURNER";"Opération TOURNER";"385";"77";"2023-06-07 00:00:00";"2023-06-19 00:00:00"
"OFA-1-080451-1";"421";"40";"A300CTR";"CONTROLER-A300CTR";"100";"OP_CTR+RAPPORT";"Opération CONTROLER";"421";"0";"2023-08-16 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080451-1";"421";"40";"A450LOG";"CONDITIONNER-A450LOG";"90";"OP_CONDITIONNER";"Opération CONDITIONNER";"421";"0";"2023-08-16 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080451-1";"421";"40";"A990RET";"RETOUCHER-A990RET";"80";"OP_RETOUCHER";"Opération RETOUCHER";"421";"0";"2023-08-16 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080451-1";"421";"40";"A450MAN";"CONTROLER-A450MAN";"70";"OP_CONTROLER";"Opération CONTROLER";"421";"32";"2023-08-15 00:00:00";"2023-08-16 00:00:00"
"OFA-1-080451-1";"421";"40";"A295LAV";"LAVER-A295LAV";"60";"OP_LAVER";"Opération LAVER";"453";"0";"2023-08-15 00:00:00";"2023-08-15 00:00:00"
"OFA-1-080451-1";"421";"40";"A990RET";"TRIER-A990RET";"50";"OP_TRIER";"Opération TRIER";"453";"0";"2023-08-14 00:00:00";"2023-08-14 00:00:00"
"OFA-1-080451-1";"421";"40";"A650HOR011";"CONTROLER-A650HOR011";"40";"OP_CONTROLER";"Opération CONTROLER";"453";"0";"2023-08-14 00:00:00";"2023-08-14 00:00:00"
"OFA-1-080451-1";"421";"40";"A630HOR008";"LAVER-A630HOR008";"30";"OP_LAVER";"Opération LAVER";"453";"0";"2023-08-11 00:00:00";"2023-08-11 00:00:00"
